jour,gain_fcr_eur,gain_afrr_symetrique_eur,gain_afrr_hausse_eur,gain_afrr_baisse_eur,gain_mfrr_hausse_eur,gain_mfrr_baisse_eur,gain_total_eur
2021-10-12,,,,,29.0,,29.0
2021-10-13,,,,,47.9,,47.9
2021-10-14,,,,,0.5,,0.5
2021-10-15,,,,,29.759999999999998,,29.759999999999998
2021-10-16,,,,,29.759999999999998,,29.759999999999998
2021-10-17,,,,,29.759999999999998,,29.759999999999998
2021-10-18,,,,,37.4,,37.4
2021-10-19,,,,,29.84,,29.84
2021-10-20,,,,,25.94,,25.94
2021-10-21,,,,,29.74,,29.74
2021-10-22,,,,,40.265,,40.265
2021-10-23,,,,,29.815,,29.815
2021-10-24,,,,,30.715,,30.715
2021-10-25,,,,,29.765,,29.765
2021-10-26,,,,,12.66,,12.66
2021-10-27,,,,,12.48,,12.48
2021-10-28,,,,,30.625,,30.625
2021-10-29,,,,,29.765,,29.765
2021-10-30,,,,,0.155,,0.155
2021-10-31,,,,,0.0,,0.0
2021-11-01,,,,,5.7299999999999995,,5.7299999999999995
2021-11-02,,,,,23.905,,23.905
2021-11-03,,,,,25.91,,25.91
2021-11-04,,,,,21.145,,21.145
2021-11-05,,,,,39.265,,39.265
2021-11-06,,,,,20.259999999999998,,20.259999999999998
2021-11-07,,,,,20.16,,20.16
2021-11-08,,,,,27.799999999999997,,27.799999999999997
2021-11-09,,,,,27.839999999999996,,27.839999999999996
2021-11-10,,,,,29.75,,29.75
2021-11-11,,,,,20.21,,20.21
2021-11-12,,,,,29.71,,29.71
2021-11-13,,,,,3.0199999999999996,,3.0199999999999996
2021-11-14,,,,,29.62,,29.62
2021-11-15,,,,,97.565,,97.565
2021-11-16,,,,,30.115,,30.115
2021-11-17,,,,,28.805,,28.805
2021-11-18,,,,,29.755,,29.755
2021-11-19,,,,,27.849999999999998,,27.849999999999998
2021-11-20,,,,,27.839999999999996,,27.839999999999996
2021-11-21,,,,,16.380000000000003,,16.380000000000003
2021-11-22,,,,,27.779999999999998,,27.779999999999998
2021-11-23,,,,,7.785,,7.785
2021-11-24,,,,,40.15,,40.15
2021-11-25,,,,,1108.965,,1108.965
2021-11-26,,,,,68.83500000000001,,68.83500000000001
2021-11-27,,,,,0.33,,0.33
2021-11-28,,,,,20.055,,20.055
2021-11-29,,,,,721.13,,721.13
2021-11-30,,,,,21.92,,21.92
2021-12-01,,,,,9.645000000000001,,9.645000000000001
2021-12-02,,,,,65.945,,65.945
2021-12-03,,,,,223.815,,223.815
2021-12-04,,,,,4.035,,4.035
2021-12-05,,,,,16.25,,16.25
2021-12-06,,,,,90.81,,90.81
2021-12-07,,,,,17.665,,17.665
2021-12-08,,,,,2.955,,2.955
2021-12-09,,,,,20.07,,20.07
2021-12-10,,,,,65.045,,65.045
2021-12-11,,,,,0.34,,0.34
2021-12-12,,,,,2.8649999999999998,,2.8649999999999998
2021-12-13,,,,,6.700000000000001,,6.700000000000001
2021-12-14,,,,,12.450000000000001,,12.450000000000001
2021-12-15,,,,,2.9299999999999997,,2.9299999999999997
2021-12-16,,,,,0.015,,0.015
2021-12-17,,,,,7.640000000000001,,7.640000000000001
2021-12-18,,,,,0.04,,0.04
2021-12-19,,,,,0.0,,0.0
2021-12-20,,,,,144.205,,144.205
2021-12-21,,,,,3.62,,3.62
2021-12-22,,,,,2.88,,2.88
2021-12-23,,,,,7.655,,7.655
2021-12-24,,,,,7.68,,7.68
2021-12-25,,,,,0.04,,0.04
2021-12-26,,,,,0.0,,0.0
2021-12-27,,,,,0.0,,0.0
2021-12-28,,,,,0.0,,0.0
2021-12-29,,,,,0.0,,0.0
2021-12-30,,,,,0.0,,0.0
2021-12-31,,,,,12.415000000000001,,12.415000000000001
2022-01-01,1028.0,,,,2.9299999999999997,,1030.93
2022-01-02,1287.025,,,,0.015,,1287.0400000000002
2022-01-03,1309.605,,,,0.0,,1309.605
2022-01-04,816.72,,,,0.0,,816.72
2022-01-05,1005.73,,,,37.245000000000005,,1042.975
2022-01-06,668.76,,,,12.610000000000001,,681.37
2022-01-07,670.9250000000001,,,,26.805000000000003,,697.73
2022-01-08,873.19,,,,45.025,,918.215
2022-01-09,1322.49,,,,42.255,,1364.7450000000001
2022-01-10,625.95,,,,29.825,,655.7750000000001
2022-01-11,1019.845,,,,27.849999999999998,,1047.695
2022-01-12,703.3299999999999,,,,18.29,,721.6199999999999
2022-01-13,625.42,,,,26.835,,652.255
2022-01-14,416.67,,,,29.745,,446.415
2022-01-15,279.68,,,,41.22,,320.9
2022-01-16,905.905,,,,24.09,,929.995
2022-01-17,719.92,,,,23.044999999999998,,742.9649999999999
2022-01-18,397.13,,,,46.915,,444.045
2022-01-19,782.2,,,,0.245,,782.445
2022-01-20,754.905,,,,0.0,,754.905
2022-01-21,608.09,,,,29.605,,637.695
2022-01-22,746.4300000000001,,,,29.759999999999998,,776.19
2022-01-23,654.1850000000001,,,,29.759999999999998,,683.945
2022-01-24,637.29,,,,29.759999999999998,,667.05
2022-01-25,725.0,,,,364.01,,1089.01
2022-01-26,620.11,,,,723.885,,1343.995
2022-01-27,658.3149999999999,,,,125.065,,783.3799999999999
2022-01-28,743.35,,,,0.635,,743.985
2022-01-29,1103.1200000000001,,,,65.895,,1169.015
2022-01-30,1446.5149999999999,,,,29.95,,1476.465
2022-01-31,1013.72,,,,26.895000000000003,,1040.615
2022-02-01,1109.165,,,,7.78,,1116.945
2022-02-02,1182.425,,,,29.645,,1212.07
2022-02-03,1050.22,,,,29.759999999999998,,1079.98
2022-02-04,1012.365,,,,29.759999999999998,,1042.125
2022-02-05,1368.86,,,,54.589999999999996,,1423.4499999999998
2022-02-06,1989.55,,,,54.72,,2044.27
2022-02-07,1138.75,,,,29.89,,1168.64
2022-02-08,1393.62,,,,29.759999999999998,,1423.3799999999999
2022-02-09,799.89,,,,29.759999999999998,,829.65
2022-02-10,754.77,,,,29.759999999999998,,784.53
2022-02-11,508.875,,,,29.759999999999998,,538.635
2022-02-12,511.62,,,,89.925,,601.545
2022-02-13,1080.8,,,,60.635,,1141.435
2022-02-14,931.32,,,,0.315,,931.6350000000001
2022-02-15,605.09,,,,29.605,,634.695
2022-02-16,802.105,,,,29.759999999999998,,831.865
2022-02-17,1446.195,,,,29.759999999999998,,1475.955
2022-02-18,1226.87,,,,29.759999999999998,,1256.6299999999999
2022-02-19,1521.5,,,,21.165,,1542.665
2022-02-20,1384.1499999999999,,,,4.885000000000001,,1389.0349999999999
2022-02-21,988.12,,,,29.63,,1017.75
2022-02-22,1482.8799999999999,,,,29.759999999999998,,1512.6399999999999
2022-02-23,1112.43,,,,29.759999999999998,,1142.19
2022-02-24,836.85,,,,14.479999999999999,,851.33
2022-02-25,724.46,,,,22.040000000000003,,746.5
2022-02-26,544.56,,,,29.72,,574.28
2022-02-27,258.43,,,,21.165,,279.595
2022-02-28,707.715,,,,25.895000000000003,,733.61
2022-03-01,701.0300000000001,,,,63.165000000000006,,764.195
2022-03-02,684.115,,,,93.92,,778.035
2022-03-03,783.71,,,,40.6,,824.3100000000001
2022-03-04,698.54,,,,40.32,,738.86
2022-03-05,1047.85,,,,39.364999999999995,,1087.215
2022-03-06,1054.98,,,,89.975,,1144.955
2022-03-07,1769.995,,,,465.555,,2235.5499999999997
2022-03-08,1349.77,,,,2167.42,,3517.19
2022-03-09,1959.315,,,,5533.145,,7492.460000000001
2022-03-10,1689.76,,,,31.775000000000002,,1721.535
2022-03-11,1965.685,,,,2.88,,1968.565
2022-03-12,2468.2200000000003,,,,2.88,,2471.1000000000004
2022-03-13,2110.26,,,,2.88,,2113.1400000000003
2022-03-14,1132.335,,,,95.515,,1227.8500000000001
2022-03-15,745.3349999999999,,,,96.0,,841.3349999999999
2022-03-16,986.64,,,,2.41,,989.05
2022-03-17,1060.375,,,,29.615,,1089.99
2022-03-18,1222.3,,,,11.615,,1233.915
2022-03-19,1040.2,,,,0.06,,1040.26
2022-03-20,1557.71,,,,11.459999999999999,,1569.17
2022-03-21,1208.37,,,,40.17,,1248.54
2022-03-22,1066.74,,,,42.23,,1108.97
2022-03-23,869.945,,,,40.33,,910.2750000000001
2022-03-24,1100.395,,,,90.935,,1191.33
2022-03-25,1174.3,,,,40.585,,1214.885
2022-03-26,6.95,,,,13.580000000000002,,20.53
2022-03-27,,,,,0.07,,0.07
2022-03-28,,,,,63.98500000000001,,63.98500000000001
2022-03-29,,,,,12.07,,12.07
2022-03-30,,,,,43.99,,43.99
2022-03-31,,,,,135.84,,135.84
2022-04-01,,,,,1475.23,,1475.23
2022-04-02,448.84000000000003,,,,9.629999999999999,,458.47
2022-04-03,769.12,,,,292.24,,1061.3600000000001
2022-04-04,594.68,,,,13501.410000000002,,14096.090000000002
2022-04-05,921.2950000000001,,,,576.46,,1497.755
2022-04-06,1220.39,,,,30.939999999999998,,1251.3300000000002
2022-04-07,1276.13,,,,0.15,,1276.2800000000002
2022-04-08,1674.7250000000001,,,,0.0,,1674.7250000000001
2022-04-09,1407.6000000000001,,,,19.1,,1426.7
2022-04-10,2358.14,,,,1.055,,2359.1949999999997
2022-04-11,1069.135,,,,0.005,,1069.14
2022-04-12,898.95,,,,0.0,,898.95
2022-04-13,965.89,,,,0.0,,965.89
2022-04-14,944.325,,,,0.0,,944.325
2022-04-15,1576.17,,,,0.0,,1576.17
2022-04-16,769.61,,,,0.0,,769.61
2022-04-17,818.71,,,,0.0,,818.71
2022-04-18,991.36,,,,0.0,,991.36
2022-04-19,1183.51,,,,61.75,,1245.26
2022-04-20,1052.45,,,,3.19,,1055.64
2022-04-21,1132.935,,,,0.015,,1132.95
2022-04-22,996.325,,,,0.0,,996.325
2022-04-23,1180.785,,,,0.0,,1180.785
2022-04-24,809.24,,,,0.0,,809.24
2022-04-25,928.11,,,,8.594999999999999,,936.705
2022-04-26,750.035,,,,30.490000000000002,,780.525
2022-04-27,1288.475,,,,20.215,,1308.6899999999998
2022-04-28,1099.895,,,,64.09,,1163.985
2022-04-29,911.09,,,,29.94,,941.0300000000001
2022-04-30,736.48,,,,0.155,,736.635
2022-05-01,1132.645,,,,1.9100000000000001,,1134.555
2022-05-02,997.74,,,,9.56,,1007.3
2022-05-03,1058.45,,,,9.600000000000001,,1068.05
2022-05-04,1237.035,,,,13.420000000000002,,1250.4550000000002
2022-05-05,1184.04,,,,33.495,,1217.5349999999999
2022-05-06,1129.465,,,,31.69,,1161.155
2022-05-07,1095.32,,,,0.165,,1095.485
2022-05-08,794.9,,,,0.0,,794.9
2022-05-09,1227.93,,,,63.98500000000001,,1291.915
2022-05-10,1128.335,,,,15.870000000000001,,1144.205
2022-05-11,1332.78,,,,2.945,,1335.725
2022-05-12,1287.125,,,,18.16,,1305.285
2022-05-13,1133.005,,,,9.645000000000001,,1142.65
2022-05-14,832.865,,,,1.0050000000000001,,833.87
2022-05-15,649.48,,,,0.005,,649.485
2022-05-16,739.585,,,,50.615,,790.2
2022-05-17,584.84,,,,60.38,,645.22
2022-05-18,771.405,,,,50.93,,822.3349999999999
2022-05-19,703.04,,,,29.87,,732.91
2022-05-20,590.16,,,,0.155,,590.3149999999999
2022-05-21,1024.31,,,,0.0,,1024.31
2022-05-22,397.69,,,,0.0,,397.69
2022-05-23,564.63,,,,0.0,,564.63
2022-05-24,1001.32,,,,0.0,,1001.32
2022-05-25,905.86,,,,0.0,,905.86
2022-05-26,1454.105,,,,0.0,,1454.105
2022-05-27,783.04,,,,0.0,,783.04
2022-05-28,977.8900000000001,,,,0.0,,977.8900000000001
2022-05-29,590.15,,,,11.459999999999999,,601.61
2022-05-30,435.795,,,,0.06,,435.855
2022-05-31,381.435,,,,2.85,,384.285
2022-06-01,455.605,,,,0.97,,456.57500000000005
2022-06-02,591.165,,,,0.005,,591.17
2022-06-03,653.0600000000001,,,,0.0,,653.0600000000001
2022-06-04,533.85,,,,0.0,,533.85
2022-06-05,609.04,,,,0.0,,609.04
2022-06-06,1108.32,,,,0.0,,1108.32
2022-06-07,913.25,,,,2.85,,916.1
2022-06-08,904.285,,,,50.63,,954.915
2022-06-09,1154.285,,,,2.1750000000000003,,1156.46
2022-06-10,1012.4399999999999,,,,0.01,,1012.4499999999999
2022-06-11,383.35,,,,0.0,,383.35
2022-06-12,932.82,,,,0.0,,932.82
2022-06-13,823.91,,,,1.9100000000000001,,825.8199999999999
2022-06-14,743.7,,,,14.27,,757.97
2022-06-15,645.08,,,,60.24,,705.32
2022-06-16,560.72,,,,75.76,,636.48
2022-06-17,546.78,,,,90.16499999999999,,636.9449999999999
2022-06-18,1097.705,,,,1.425,,1099.1299999999999
2022-06-19,1280.695,,,,22.925,,1303.62
2022-06-20,756.79,,,,24.95,,781.74
2022-06-21,602.3100000000001,,,,43.96,,646.2700000000001
2022-06-22,566.655,,,,887.425,,1454.08
2022-06-23,1034.205,,,,94.41499999999999,,1128.62
2022-06-24,763.375,,,,10.020000000000001,,773.395
2022-06-25,919.405,,,,0.05,,919.4549999999999
2022-06-26,926.875,,,,0.9550000000000001,,927.83
2022-06-27,1121.84,,,,37.25,,1159.09
2022-06-28,1102.935,,,,166.64,,1269.5749999999998
2022-06-29,1226.875,,,,68.67999999999999,,1295.555
2022-06-30,1572.465,,,,64.34,,1636.8049999999998
2022-07-01,1342.335,,,,50.95,,1393.285
2022-07-02,878.33,,,,14.59,,892.9200000000001
2022-07-03,908.745,,,,2.94,,911.6850000000001
2022-07-04,883.765,,,,92.64999999999999,,976.415
2022-07-05,1070.525,,,,90.27,,1160.795
2022-07-06,1102.885,,,,99.79,,1202.675
2022-07-07,941.15,,,,90.28999999999999,,1031.44
2022-07-08,1139.655,,,,9.065,,1148.72
2022-07-09,1644.155,,,,0.9999999999999999,,1645.155
2022-07-10,1874.8400000000001,,,,0.005,,1874.8450000000003
2022-07-11,1528.7350000000001,,,,50.615,,1579.3500000000001
2022-07-12,1432.1200000000001,,,,59.43,,1491.5500000000002
2022-07-13,1327.455,,,,29.915,,1357.37
2022-07-14,2573.19,,,,3.0199999999999996,,2576.21
2022-07-15,1851.115,,,,0.015,,1851.13
2022-07-16,2476.95,,,,24.830000000000002,,2501.7799999999997
2022-07-17,3171.955,,,,24.005,,3195.96
2022-07-18,1362.725,,,,159.60999999999999,,1522.3349999999998
2022-07-19,1143.33,,,,39.67,,1183.0
2022-07-20,1213.91,,,,2784.0249999999996,,3997.9349999999995
2022-07-21,858.97,,,,1258.9399999999998,,2117.91
2022-07-22,793.31,,,,126.845,,920.155
2022-07-23,810.35,,,,0.63,,810.98
2022-07-24,869.77,,,,0.9550000000000001,,870.725
2022-07-25,705.455,,,,15.285,,720.74
2022-07-26,886.785,,,,3.01,,889.795
2022-07-27,712.98,,,,89.785,,802.765
2022-07-28,656.48,,,,90.24,,746.72
2022-07-29,956.925,,,,3.335,,960.26
2022-07-30,1278.64,,,,0.015,,1278.6550000000002
2022-07-31,783.405,,,,89.77,,873.175
2022-08-01,924.425,,,,275.51,,1199.935
2022-08-02,966.745,,,,92.17999999999999,,1058.925
2022-08-03,807.775,,,,1353.705,,2161.48
2022-08-04,799.1500000000001,,,,2072.75,,2871.9
2022-08-05,674.265,,,,40.42,,714.685
2022-08-06,1312.895,,,,0.155,,1313.05
2022-08-07,1706.12,,,,0.0,,1706.12
2022-08-08,1229.675,,,,0.9550000000000001,,1230.6299999999999
2022-08-09,1285.57,,,,0.01,,1285.58
2022-08-10,1248.64,,,,0.0,,1248.64
2022-08-11,1459.6499999999999,,,,0.9550000000000001,,1460.6049999999998
2022-08-12,1601.695,,,,7.6450000000000005,,1609.34
2022-08-13,1407.965,,,,0.04,,1408.0049999999999
2022-08-14,1398.46,,,,0.0,,1398.46
2022-08-15,1823.5249999999999,,,,21.01,,1844.5349999999999
2022-08-16,1340.16,,,,52.470000000000006,,1392.63
2022-08-17,1081.665,,,,39.43,,1121.095
2022-08-18,1180.455,,,,198.845,,1379.3
2022-08-19,1165.1299999999999,,,,61.205,,1226.3349999999998
2022-08-20,3795.995,,,,0.315,,3796.31
2022-08-21,2597.605,,,,0.0,,2597.605
2022-08-22,1993.2350000000001,,,,0.0,,1993.2350000000001
2022-08-23,2731.155,,,,59.85,,2791.005
2022-08-24,3196.515,,,,516.015,,3712.5299999999997
2022-08-25,1897.635,,,,226.17,,2123.805
2022-08-26,1126.56,,,,1.17,,1127.73
2022-08-27,1360.945,,,,0.0,,1360.945
2022-08-28,1561.975,,,,0.0,,1561.975
2022-08-29,1703.795,,,,29.605,,1733.4
2022-08-30,1812.52,,,,29.759999999999998,,1842.28
2022-08-31,1729.405,,,,29.759999999999998,,1759.165
2022-09-01,1375.92,,,,149.135,,1525.055
2022-09-02,930.19,,,,60.945,,991.1350000000001
2022-09-03,1658.795,,,,0.315,,1659.1100000000001
2022-09-04,1634.965,,,,0.0,,1634.965
2022-09-05,1339.75,,,,0.0,,1339.75
2022-09-06,1026.025,,,,0.0,,1026.025
2022-09-07,791.08,,,,0.0,,791.08
2022-09-08,927.925,,,,0.0,,927.925
2022-09-09,783.88,,,,0.0,,783.88
2022-09-10,1350.715,,,,1.9100000000000001,,1352.625
2022-09-11,1208.305,,,,10.515,,1218.8200000000002
2022-09-12,1395.46,,,,60.22,,1455.68
2022-09-13,1120.895,,,,198.23000000000002,,1319.125
2022-09-14,1097.395,,,,178.67000000000002,,1276.065
2022-09-15,1251.97,,,,70.645,,1322.615
2022-09-16,1334.345,,,,17.555,,1351.9
2022-09-17,1432.54,,,,0.09,,1432.6299999999999
2022-09-18,1866.905,,,,0.0,,1866.905
2022-09-19,1072.94,,,,60.165,,1133.105
2022-09-20,1300.155,,,,30.08,,1330.235
2022-09-21,1620.83,,,,29.759999999999998,,1650.59
2022-09-22,1304.565,,,,60.32,,1364.885
2022-09-23,1060.935,,,,60.480000000000004,,1121.415
2022-09-24,721.255,,,,3.1799999999999997,,724.435
2022-09-25,642.01,,,,29.62,,671.63
2022-09-26,1263.295,,,,60.32,,1323.615
2022-09-27,995.22,,,,60.480000000000004,,1055.7
2022-09-28,1062.555,,,,299.23,,1361.785
2022-09-29,927.62,,,,150.54500000000002,,1078.165
2022-09-30,1132.46,,,,69.53999999999999,,1202.0
2022-10-01,1757.51,,,,0.36,,1757.87
2022-10-02,2932.03,,,,0.0,,2932.03
2022-10-03,3474.37,,,,0.9550000000000001,,3475.325
2022-10-04,2433.265,,,,29.46,,2462.725
2022-10-05,1953.5149999999999,,,,0.155,,1953.6699999999998
2022-10-06,1338.3600000000001,,,,0.9550000000000001,,1339.315
2022-10-07,1117.375,,,,0.005,,1117.38
2022-10-08,1123.08,,,,4.775,,1127.855
2022-10-09,1489.305,,,,0.98,,1490.285
2022-10-10,1508.91,,,,0.005,,1508.9150000000002
2022-10-11,1465.01,,,,0.9500000000000001,,1465.96
2022-10-12,1433.955,,,,30.565,,1464.52
2022-10-13,1244.17,,,,1.115,,1245.285
2022-10-14,1277.32,,,,0.005,,1277.325
2022-10-15,1791.88,,,,0.0,,1791.88
2022-10-16,1739.01,,,,0.0,,1739.01
2022-10-17,1758.34,,,,0.9550000000000001,,1759.2949999999998
2022-10-18,2069.18,,,,197.61,,2266.79
2022-10-19,2272.225,,,,99.405,,2371.63
2022-10-20,1811.35,,,,31.075,,1842.425
2022-10-21,1352.225,,,,0.16,,1352.385
2022-10-22,1838.21,,,,0.0,,1838.21
2022-10-23,993.71,,,,0.0,,993.71
2022-10-24,1877.475,,,,0.0,,1877.475
2022-10-25,1367.8,,,,0.0,,1367.8
2022-10-26,1071.02,,,,0.0,,1071.02
2022-10-27,810.33,,,,0.0,,810.33
2022-10-28,854.4,,,,0.0,,854.4
2022-10-29,793.735,,,,0.9550000000000001,,794.69
2022-10-30,682.24,,,,0.92,,683.16
2022-10-31,771.425,,,,1.915,,773.3399999999999
2022-11-01,970.99,,,,0.01,,971.0
2022-11-02,1403.57,,,,9.55,,1413.12
2022-11-03,1010.385,,,,16.285,,1026.67
2022-11-04,730.565,,,,12.5,,743.065
2022-11-05,792.5,,,,17.255,,809.755
2022-11-06,974.41,,,,1.045,,975.4549999999999
2022-11-07,1031.88,,,,0.005,,1031.8850000000002
2022-11-08,1283.25,,,,0.0,,1283.25
2022-11-09,1221.985,,,,0.0,,1221.985
2022-11-10,863.845,,,,0.0,,863.845
2022-11-11,728.835,,,,0.0,,728.835
2022-11-12,545.73,,,,0.0,,545.73
2022-11-13,745.18,,,,0.0,,745.18
2022-11-14,568.45,,,,0.0,,568.45
2022-11-15,638.22,,,,0.0,,638.22
2022-11-16,709.285,,,,2.8649999999999998,,712.15
2022-11-17,1013.605,,,,0.015,,1013.62
2022-11-18,636.895,,,,0.0,,636.895
2022-11-19,439.19,,,,0.0,,439.19
2022-11-20,613.185,,,,0.0,,613.185
2022-11-21,405.905,,,,5.7299999999999995,,411.635
2022-11-22,428.935,,,,1.94,,430.875
2022-11-23,470.785,,,,0.01,,470.795
2022-11-24,381.155,,,,14.325,,395.47999999999996
2022-11-25,448.45500000000004,,,,26.815,,475.27000000000004
2022-11-26,2.41,,,,2.05,,4.46
2022-11-27,,,,,0.01,,0.01
2022-11-28,,,,,197.68499999999997,,197.68499999999997
2022-11-29,,,,,1306.52,,1306.52
2022-11-30,,,,,1116.5449999999998,,1116.5449999999998
2022-12-01,,,,,1403.93,,1403.93
2022-12-02,,,,,1104.615,,1104.615
2022-12-03,1044.96,,,,106.02000000000001,,1150.98
2022-12-04,1099.395,,,,1.48,,1100.875
2022-12-05,505.775,,,,292.235,,798.01
2022-12-06,877.27,,,,921.195,,1798.4650000000001
2022-12-07,696.285,,,,713.425,,1409.71
2022-12-08,616.275,,,,2060.7799999999997,,2677.055
2022-12-09,558.58,,,,1473.83,,2032.4099999999999
2022-12-10,714.45,,,,111.75500000000001,,826.205
2022-12-11,736.345,,,,12.004999999999999,,748.35
2022-12-12,371.035,,,,3627.1499999999996,,3998.1849999999995
2022-12-13,507.14,,,,724.735,,1231.875
2022-12-14,443.65,,,,814.49,,1258.1399999999999
2022-12-15,586.11,,,,376.695,,962.8050000000001
2022-12-16,478.905,,,,515.74,,994.645
2022-12-17,751.95,,,,43.755,,795.705
2022-12-18,184.73499999999999,,,,0.215,,184.95
2022-12-19,289.11,,,,0.0,,289.11
2022-12-20,501.895,,,,0.0,,501.895
2022-12-21,391.065,,,,0.0,,391.065
2022-12-22,473.595,,,,0.0,,473.595
2022-12-23,524.4300000000001,,,,0.0,,524.4300000000001
2022-12-24,935.54,,,,21.01,,956.55
2022-12-25,315.0,,,,14.434999999999999,,329.435
2022-12-26,631.25,,,,13.445000000000002,,644.695
2022-12-27,562.96,,,,54.504999999999995,,617.465
2022-12-28,703.23,,,,4.105,,707.335
2022-12-29,205.295,,,,3.84,,209.135
2022-12-30,349.49,,,,0.975,,350.46500000000003
2022-12-31,655.58,,,,0.005,,655.585
2023-01-01,280.635,,,,0.0,,280.635
2023-01-02,160.07999999999998,,,,29.605,,189.68499999999997
2023-01-03,374.28,,,,5.885,,380.16499999999996
2023-01-04,1085.78,,,,24.86,,1110.6399999999999
2023-01-05,662.81,,,,13.500000000000002,,676.31
2023-01-06,591.11,,,,5.8,,596.91
2023-01-07,451.21,,,,0.03,,451.23999999999995
2023-01-08,191.67,,,,0.0,,191.67
2023-01-09,333.16,,,,24.830000000000002,,357.99
2023-01-10,541.465,,,,114.72999999999999,,656.195
2023-01-11,654.995,,,,22.565,,677.5600000000001
2023-01-12,1092.79,,,,2.025,,1094.815
2023-01-13,420.78,,,,0.965,,421.74499999999995
2023-01-14,259.09,,,,0.005,,259.09499999999997
2023-01-15,188.89,,,,0.0,,188.89
2023-01-16,412.65,,,,24.830000000000002,,437.47999999999996
2023-01-17,438.78499999999997,,,,522.515,,961.3
2023-01-18,612.175,,,,342.71500000000003,,954.89
2023-01-19,428.74,,,,295.92,,724.6600000000001
2023-01-20,351.365,,,,55.974999999999994,,407.34000000000003
2023-01-21,308.0,,,,105.33500000000001,,413.33500000000004
2023-01-22,313.27,,,,131.38500000000002,,444.655
2023-01-23,154.54,,,,596.605,,751.145
2023-01-24,245.57500000000002,,,,1072.72,,1318.295
2023-01-25,178.86,,,,204.24,,383.1
2023-01-26,237.355,,,,178.67000000000002,,416.025
2023-01-27,252.875,,,,190.02,,442.895
2023-01-28,292.17,,,,62.11,,354.28000000000003
2023-01-29,541.865,,,,60.485,,602.35
2023-01-30,309.2,,,,301.14,,610.3399999999999
2023-01-31,533.405,,,,287.12,,820.525
2023-02-01,475.91999999999996,,,,166.71,,642.63
2023-02-02,587.03,,,,197.595,,784.625
2023-02-03,521.65,,,,133.77499999999998,,655.425
2023-02-04,804.6600000000001,,,,88.555,,893.2150000000001
2023-02-05,614.21,,,,59.67,,673.88
2023-02-06,362.585,,,,382.31,,744.895
2023-02-07,351.995,,,,367.765,,719.76
2023-02-08,246.905,,,,200.555,,447.46000000000004
2023-02-09,377.485,,,,205.41000000000003,,582.895
2023-02-10,376.46500000000003,,,,102.30000000000001,,478.76500000000004
2023-02-11,559.13,,,,92.21,,651.34
2023-02-12,727.4250000000001,,,,63.510000000000005,,790.9350000000001
2023-02-13,615.23,,,,198.97,,814.2
2023-02-14,566.765,,,,72.665,,639.43
2023-02-15,619.35,,,,40.485,,659.835
2023-02-16,609.035,,,,19.310000000000002,,628.345
2023-02-17,785.74,,,,37.345,,823.085
2023-02-18,1046.77,,,,0.195,,1046.965
2023-02-19,896.895,,,,0.0,,896.895
2023-02-20,806.8100000000001,,,,0.9550000000000001,,807.7650000000001
2023-02-21,993.155,,,,47.755,,1040.91
2023-02-22,487.115,,,,38.45,,525.565
2023-02-23,450.43,,,,32.67,,483.1
2023-02-24,725.0649999999999,,,,71.795,,796.8599999999999
2023-02-25,1371.87,,,,29.98,,1401.85
2023-02-26,914.07,,,,2.065,,916.1350000000001
2023-02-27,758.15,,,,174.775,,932.925
2023-02-28,845.5649999999999,,,,182.36499999999998,,1027.9299999999998
2023-03-01,843.73,,,,217.735,,1061.4650000000001
2023-03-02,765.8149999999999,,,,293.365,,1059.1799999999998
2023-03-03,637.5649999999999,,,,243.14499999999998,,880.7099999999999
2023-03-04,5.63,,,,164.57,,170.2
2023-03-05,,,,,193.76500000000001,,193.76500000000001
2023-03-06,,,,,457.5,,457.5
2023-03-07,,,,,333.77500000000003,,333.77500000000003
2023-03-08,,,,,93.41499999999999,,93.41499999999999
2023-03-09,,,,,80.7,,80.7
2023-03-10,,,,,104.515,,104.515
2023-03-11,652.16,,,,76.94500000000001,,729.105
2023-03-12,474.44,,,,60.565,,535.005
2023-03-13,506.67,,,,125.42,,632.09
2023-03-14,900.87,,,,299.57,,1200.44
2023-03-15,765.635,,,,543.05,,1308.685
2023-03-16,885.645,,,,207.205,,1092.85
2023-03-17,735.4350000000001,,,,209.26000000000002,,944.695
2023-03-18,813.45,,,,170.125,,983.575
2023-03-19,834.04,,,,416.30999999999995,,1250.35
2023-03-20,575.775,,,,512.145,,1087.92
2023-03-21,466.03499999999997,,,,631.0600000000001,,1097.095
2023-03-22,1080.15,,,,109.29500000000002,,1189.4450000000002
2023-03-23,352.285,,,,261.27,,613.5550000000001
2023-03-24,288.895,,,,80.63,,369.525
2023-03-25,2.01,,,,22.380000000000003,,24.39
2023-03-26,,,,,121.81,,121.81
2023-03-27,,,,,592.765,,592.765
2023-03-28,,,,,486.9,,486.9
2023-03-29,,,,,419.865,,419.865
2023-03-30,,,,,136.84,,136.84
2023-03-31,,,,,158.28,,158.28
2023-04-01,115.12,,,,21.835,,136.955
2023-04-02,134.45499999999998,,,,89.88,,224.33499999999998
2023-04-03,373.5,,,,676.61,,1050.1100000000001
2023-04-04,402.815,,,,623.63,,1026.445
2023-04-05,324.255,,,,832.185,,1156.44
2023-04-06,338.265,,,,433.13500000000005,,771.4000000000001
