jour,gain_fcr_eur,gain_afrr_symetrique_eur,gain_afrr_hausse_eur,gain_afrr_baisse_eur,gain_mfrr_hausse_eur,gain_mfrr_baisse_eur,gain_total_eur
2021-07-24,,,,,29.759999999999998,,29.759999999999998
2021-07-25,,,,,0.31,,0.31
2021-07-26,,,,,29.759999999999998,,29.759999999999998
2021-07-27,,,,,29.759999999999998,,29.759999999999998
2021-07-28,,,,,29.759999999999998,,29.759999999999998
2021-07-29,,,,,23.075,,23.075
2021-07-30,,,,,29.725,,29.725
2021-07-31,,,,,3.0199999999999996,,3.0199999999999996
2021-08-01,,,,,7.655,,7.655
2021-08-02,,,,,29.645,,29.645
2021-08-03,,,,,29.759999999999998,,29.759999999999998
2021-08-04,,,,,29.759999999999998,,29.759999999999998
2021-08-05,,,,,29.759999999999998,,29.759999999999998
2021-08-06,,,,,5.885,,5.885
2021-08-07,,,,,1.94,,1.94
2021-08-08,,,,,9.56,,9.56
2021-08-09,,,,,43.980000000000004,,43.980000000000004
2021-08-10,,,,,29.91,,29.91
2021-08-11,,,,,29.759999999999998,,29.759999999999998
2021-08-12,,,,,83.24,,83.24
2021-08-13,,,,,153.235,,153.235
2021-08-14,,,,,23.72,,23.72
2021-08-15,,,,,12.535,,12.535
2021-08-16,,,,,22.03,,22.03
2021-08-17,,,,,24.93,,24.93
2021-08-18,,,,,89.89999999999999,,89.89999999999999
2021-08-19,,,,,62.545,,62.545
2021-08-20,,,,,38.525000000000006,,38.525000000000006
2021-08-21,,,,,37.445,,37.445
2021-08-22,,,,,10.7,,10.7
2021-08-23,,,,,55.44499999999999,,55.44499999999999
2021-08-24,,,,,38.580000000000005,,38.580000000000005
2021-08-25,,,,,28.849999999999998,,28.849999999999998
2021-08-26,,,,,45.035,,45.035
2021-08-27,,,,,29.84,,29.84
2021-08-28,,,,,29.759999999999998,,29.759999999999998
2021-08-29,,,,,29.759999999999998,,29.759999999999998
2021-08-30,,,,,29.759999999999998,,29.759999999999998
2021-08-31,,,,,42.11,,42.11
2021-09-01,,,,,44.15,,44.15
2021-09-02,,,,,90.0,,90.0
2021-09-03,,,,,45.355,,45.355
2021-09-04,,,,,29.84,,29.84
2021-09-05,,,,,29.759999999999998,,29.759999999999998
2021-09-06,,,,,89.925,,89.925
2021-09-07,,,,,90.24,,90.24
2021-09-08,,,,,55.86,,55.86
2021-09-09,,,,,90.05999999999999,,90.05999999999999
2021-09-10,,,,,90.24,,90.24
2021-09-11,,,,,42.49,,42.49
2021-09-12,,,,,44.15,,44.15
2021-09-13,,,,,90.0,,90.0
2021-09-14,,,,,90.24,,90.24
2021-09-15,,,,,90.24,,90.24
2021-09-16,,,,,90.24,,90.24
2021-09-17,,,,,90.24,,90.24
2021-09-18,,,,,90.24,,90.24
2021-09-19,,,,,40.58,,40.58
2021-09-20,,,,,99.53,,99.53
2021-09-21,,,,,99.84,,99.84
2021-09-22,,,,,90.28999999999999,,90.28999999999999
2021-09-23,,,,,90.24,,90.24
2021-09-24,,,,,99.79,,99.79
2021-09-25,,,,,99.84,,99.84
2021-09-26,,,,,99.84,,99.84
2021-09-27,,,,,336.68,,336.68
2021-09-28,,,,,131.77,,131.77
2021-09-29,,,,,129.60000000000002,,129.60000000000002
2021-09-30,,,,,99.995,,99.995
2021-10-01,,,,,129.44500000000002,,129.44500000000002
2021-10-02,,,,,41.74,,41.74
2021-10-03,,,,,18.36,,18.36
2021-10-04,,,,,81.27,,81.27
2021-10-05,,,,,41.7,,41.7
2021-10-06,,,,,42.235,,42.235
2021-10-07,,,,,99.54,,99.54
2021-10-08,,,,,90.28999999999999,,90.28999999999999
2021-10-09,,,,,31.985000000000003,,31.985000000000003
2021-10-10,,,,,10.67,,10.67
2021-10-11,,,,,47.805,,47.805
